bureau_id,v1,v2
14150100002422,1,2
141502001188114,3,9
14150300214564,3,3
14150410103030,1,6
142001014173285,7,4
142002002160216,23,2
142003024056112,3,2
14200400301843,0,0
14200500212037,5,2
14200611103232,2,0
14200700002500,1,0
14200830113874,5,3
14200900301694,3,2
142010000033104,5,0
142011002219127,4,4
142012001017115,0,4
142013012044911,5,1
1420140243521210,8,2
14201512514576,7,3
142016002014105,3,2
14201701101893,4,3
14201821201561,6,1
14201911102872,7,6
142020011016123,7,7
14202110112166,4,2
14202201203796,1,1
1420230212731610,10,4
142024102050117,4,11
142025010060159,7,11
1420260210751713,15,7
142027045079919,9,3
14202811104823,5,1
14202900303886,10,2
14203000105161,2,0
142031015033141,2,3
14203201102885,2,2
14203310203152,2,3
142034113017102,4,0
142035100023223,3,2
14203601403464,6,2
142037011027111,3,5
14203800002673,2,2
142039013047166,4,1
1420400000301913,11,0
142041042054286,10,0
142042000141316,3,1
142043051035239,4,3
142044023025307,7,0
142045005035187,3,4
142046101053274,5,6
14204700002160,3,2
142048001038139,7,5
1420490000463914,10,1
142050003055356,1,3
1420510220844119,8,3
1420520022785918,5,8
14205312203472,8,4
142054001038810,3,6
14205502722855,2,2
1420561111783023,11,1
142057004023199,10,7
1420581020292014,5,4
14205900103141,4,2
14206011305497,6,2
142061106148710,4,6
1420621010583910,11,5
1420631010441011,4,3
1420640220461111,3,7
14206510402292,4,5
142066005014136,4,0
14206710103758,5,3
142901102085126,5,3
1429020101110117,4,20
142903011177208,3,4
14290400006396,7,8
1429050300692616,13,2
142906124098236,7,8
142907121353133,8,4
1429081010912919,8,9
142909005282128,5,2
1429100101782614,4,3
14291100104391,3,3
14291210002073,3,0
14291310002942,9,4
14291400102410,1,4
14291500003362,0,0
14291601233686,5,9
14291700002732,2,0
1426010001471210,8,1
142602110284220,6,0
14260317921094210,11,9
14260411611463438,18,2
1427010240112715,2,0
1423010000501,0,3
1425012012550,0,3
14250210112733,0,10
142503001043161,0,9
151001001054131,8,4
151002200034131,5,2
151003000066123,15,2
151004004027223,11,4
15100500003983,11,7
15100600605199,5,5
151007001151173,15,4
151008211037120,9,5
151009015141101,17,4
151010010058125,25,0
151011035049227,20,0
15101210105347,18,7
15101330315377,16,6
151014103143120,8,8
151015217038176,13,5
151016103047107,11,3
151017002045164,18,3
15101801503271,4,2
15101900001962,11,0
15102000102350,9,0
15102110404760,5,4
151022002033123,11,1
1510230000000,0,0
15102400112733,14,3
151025001170105,6,4
151026121060113,19,2
151027015140102,15,5
15102810205224,15,3
15102900307773,16,6
151030116176201,9,16
151031000153911,24,3
15103211506391,14,8
151033102072166,22,8
151034002096261,25,6
151035001182185,18,4
151036003164185,23,5
151037022052184,12,2
15103810204277,19,0
151039002047167,16,6
151040004033102,14,6
15104100314940,19,12
15104201503664,22,10
151043014360167,19,3
151044007291104,15,6
151045106174179,21,10
15104600506494,21,1
151047007068104,12,4
15104800317182,10,11
151049113054106,13,1
151050014165107,18,13
15105100213992,13,7
151052001078127,13,4
151053229197195,20,3
15190111407983,10,0
15190200109291,11,10
151903001045110,4,4
15190411116822,15,10
151905011144125,6,6
151906002049112,14,6
151907001059120,14,3
15190800215583,9,6
15190900007181,9,3
15191010215558,3,2
151911002169132,9,5
1519120000105131,24,6
151913011033103,8,6
15191400027671,13,8
1519151022801410,19,5
151916101073144,8,3
151601011050113,15,0
151602700081215,16,11
15160311303991,9,2
15160402202942,7,2
1517010000443,2,0
1513010000200,0,0
151501220335100,3,15
1515021020940,1,6
151503201041120,8,2
151504402569181,17,10
15200100217193,9,3
152002013059112,22,5
152003003059105,14,10
152004004056103,20,12
15200512412695,20,6
152006105056104,18,9
15200701205465,13,14
15200810013452,6,4
15200903114671,11,6
152010103270114,10,2
15201103204464,15,12
15201200101411,4,1
152013204152114,10,6
15201401402423,15,2
15201500205352,12,2
152016001041152,16,4
152017006142173,10,1
15201800403590,15,1
15201901802887,7,16
152020014236102,15,4
15202100303882,22,6
15202200516130,18,7
15202311006787,26,1
15202400007684,16,4
15202513006021,13,5
152026035032115,13,2
152027001046133,16,3
15202800308535,8,2
15202900007569,28,3
15203000405673,8,7
152031006043172,12,4
15203200514360,15,6
15203310303885,9,7
152034004166153,12,7
152035100091163,10,4
152036003059812,9,1
152037032282155,16,10
152038003055244,19,6
152039014241154,18,3
152040101165165,15,7
152041200040105,9,0
152042101039156,12,6
152043005046151,15,4
15204402404652,9,6
152045002040186,17,2
15204600214768,11,3
152047013151102,16,2
152048004369144,22,9
15204911516874,21,5
152050214061171,11,4
152051003053143,22,7
15205210313386,13,4
152053002022123,19,5
152054100149136,15,5
152055003048124,18,7
152056001062296,10,3
152057001049175,23,5
152058214061171,11,4
152059221045125,17,0
152060103153146,21,9
152061010048177,12,6
1520620000000,0,0
1520630000000,0,0
152064003045164,11,9
152901106055241,4,1
1529020000581410,24,4
15290301213985,5,2
15290400206626,8,5
15290503205263,22,10
15290610015647,5,4
152907102069110,9,2
15290800304570,17,11
152909001031122,12,2
15291010215558,3,2
15291100205160,9,0
15291200206570,3,6
15291310302930,2,2
15291400404593,7,1
152915012053115,15,3
15291601303245,6,3
15291701104902,8,3
15291800005952,13,1
15291900115944,13,7
15292010105664,10,3
1526011161113113,12,5
15260203209194,18,7
1526032111153256,43,4
152604210171126,16,1
1527011121512,1,0
1523010000300,0,0
152501101071161,10,14
152502302057232,11,11
15250302212760,15,13
1610011120415121,13,5
1610020020214236,9,2
1610030041225939,12,0
1610040020315445,9,0
1610050120338649,10,2
1610060041477231,10,1
1610070040304236,7,0
1610080020266634,4,0
1610091011294824,11,2
1610100010553523,5,2
1610111140383731,6,0
1610120121517424,11,3
1610130140254713,5,1
1610140010504112,2,1
1610150020644311,6,0
1610160120745016,10,1
1610170130412513,1,3
1610180061222422,9,4
1610190050304227,2,0
16102022110183924,8,1
1610210060325229,2,2
1610221020273017,14,0
1610230041282710,8,2
1610240220584524,13,2
1610250380212526,3,1
1610260041141418,5,3
1610270170162420,4,4
1610281170293222,4,2
1610290140364816,6,1
161030000059317,7,0
16103101003491,1,2
161032000044529,7,0
1610330030213914,13,2
1610341030233715,4,1
161035002032268,15,1
1610360000342814,8,0
161037002025469,6,0
161038001027195,5,0
161039002036229,9,0
1610400020233712,7,2
1610410011384513,9,1
1610420000341711,7,0
161043002031273,14,2
161044100023229,9,0
1610451030323412,8,0
1610461030333818,10,3
161047015029198,6,0
161048002041262,6,0
161049000051336,5,1
161050001054315,12,3
1610510040204429,16,1
1610520100254233,6,0
1610530170213624,6,0
1610540160183114,10,2
1610550011542716,6,2
161056002069317,6,0
1610570020344523,17,1
1610580000211910,3,0
1610590030395019,5,1
1610600010334718,5,1
1610610010456122,8,1
1610620000224723,15,1
1610630002194918,0,1
1610641031204042,4,0
1610652040244826,5,1
1610660000265226,13,1
1610670040395928,7,0
1610680020394326,3,0
1610691000404727,5,1
1610701040393028,3,4
1610710002195333,10,2
1610720120395033,10,1
1610730000507235,4,0
1610740140535727,13,3
1610750121243722,9,2
1610760021234415,14,3
1619010120142915,4,0
1619020000304212,7,0
1619030130424529,9,0
1619040000598918,4,3
1619050040322921,5,2
1619061150552623,4,3
16190710301146725,6,2
1619081020101010,3,0
161909002067346,7,1
1619100020193414,3,0
1619110020344411,15,0
161912002074276,8,0
161913002051309,8,0
1619140000412710,5,0
1619151000363529,4,2
1619160040353918,6,3
1619170000304720,7,0
1619180050325434,5,2
1619191030264224,8,0
1619201110606116,4,2
1619210212333427,11,3
1619220010386915,5,0
1616010030323719,5,1
1616020011392513,6,0
161603001031242,7,1
1616040010533521,7,0
1616050030366138,7,2
1617011230124731,1,1
161301124110112,3,4
1620010020252915,7,1
1620021010234126,9,3
1620030000134916,7,2
1620040030141616,10,0
1620050020152312,3,4
1620060010273933,12,3
1620070150133422,7,2
1620081000233727,8,2
1620090001418244,1,3
1620101060333632,7,2
1620110050355629,10,7
1620120030316352,12,1
1620130051305630,11,6
1620140030707812,10,0
1620150020637317,4,5
1620161010302525,6,1
1620170030304023,7,0
1620180111183923,6,0
1620190010294624,18,4
1620201010191414,5,3
1620210000404822,4,2
1620220120343718,14,1
1620231010273720,16,0
1620241120274714,18,2
1620250050395823,11,1
1620261111427828,18,4
1620270140255224,10,2
1620280041496232,15,5
1620290120395112,22,6
1620300050333524,4,2
1620310030264315,6,1
1620320001255018,5,0
1620330030122312,1,0
1620340070343623,13,2
1620350030273927,10,5
1620360040373212,11,7
1620371120272521,13,5
1620380020374320,9,3
1620390020214430,9,1
1620400042285919,7,2
1620410050435528,9,3
1620420010295318,6,3
1620430000334519,7,0
1620440010324917,10,3
1620451030352936,4,4
1620460050244833,7,2
1620470020302625,7,3
1620480070253319,6,2
1620490130313732,13,2
1620501200333521,15,3
1620510211213618,17,5
1620520030206514,14,2
1620530030294511,10,3
1620541140305319,14,0
1620553120424825,17,0
1620560120272613,10,5
162057002043357,4,8
1620580071372518,11,0
162059104043279,10,4
162060030035399,10,0
1620610000324012,3,1
1620620020201925,4,1
1629010120493617,10,3
1629020010383810,5,0
1629031011284440,11,0
1629040020213431,11,1
1629051010282924,8,2
1629060000475124,15,1
1629070021176724,10,0
1629080051324224,12,1
1629090000455630,20,2
162910002150509,18,2
1629110010475621,28,3
1629120200284310,10,1
1629130000454018,13,2
1629140030486218,24,5
1629150010505117,16,0
1629163100415323,18,5
1629171010455025,27,2
1629180030243921,5,1
1626011010272216,5,2
1626020101284125,12,0
1626030110414526,12,2
1626040120364826,13,1
1626050020344018,12,3
162701010083617,1,0
1623011021933,3,2
1625012003783,3,1
17100100005794,4,0
17100200105554,8,2
171003000040171,6,0
1710040000200,0,0
171005000041112,2,6
171006002058304,3,3
1710070142482511,14,1
171008000040121,3,0
171009000032120,2,0
171010000022200,0,0
17101100004690,0,1
171012020061190,4,0
171013003229359,5,1
171014001036285,10,2
1710150041253811,8,1
171016005066120,4,2
171017000066172,3,0
171018000053323,10,1
171019001065272,3,1
171020002055381,7,1
171021002048367,11,1
171022104034187,6,1
171023002057408,6,1
171024003031213,9,1
171025301033327,8,1
171026000078264,5,4
171027000057240,1,1
171028000040132,2,1
171029000026131,0,0
171030000021130,1,0
17103100001951,2,0
171032000025112,1,0
171033000031130,1,1
171034000013141,0,0
171035000033165,2,0
171036001049181,4,0
1710370000730,0,0
171038001138265,5,0
171039001139269,8,0
171040000053174,6,0
171041000057312,9,0
171042100059141,8,2
171043000053142,5,0
171044014069262,9,2
171045013148289,16,1
171046001045148,4,1
171047000051144,4,0
171048010060182,7,0
1710490040534513,1,2
171050104072528,9,0
1710510041469118,9,1
1710521130247419,13,1
1710531021254821,12,2
171054001011387,4,2
171055002030124,2,2
1710560010202525,0,1
1710570011284822,5,6
1710580101335218,5,0
1710591020273615,3,0
171060001030389,7,2
1710610000306020,20,4
1710620030206015,10,2
1710630140206016,9,1
1710640010276422,12,1
1710650110194526,7,3
1710660120407815,13,2
1710671110347930,5,5
1710680001205416,6,0
17106901180226225,11,1
1710700140367022,12,1
1710710040308224,8,1
1710720010416928,10,2
1710730021278920,6,4
1710741020225410,9,1
1710750211204514,17,2
1710760030247429,11,1
1710770020445012,10,0
1710780130295215,10,2
1710790010294723,5,4
1710802020257025,4,2
171901000079224,7,1
171902000049130,4,0
171903000052173,8,2
171904100065170,5,0
17190500006373,5,0
171906000043312,4,1
171907000137206,3,1
171908001024244,2,0
171909000163289,7,1
17191000104861,6,0
1719110000101142,3,1
171912000063234,4,1
171913012079174,3,2
171914000055186,12,2
171915000042230,2,0
17191600201972,6,0
17191700002183,1,0
171918000026101,2,0
171919000024161,4,0
171920000048122,3,0
171921100059111,7,0
171922000052193,8,0
171923104037204,4,0
171924000051207,3,0
171925000022458,4,2
1719260010224214,6,0
1719271010274718,8,5
1719281000214818,4,2
1719290000193911,4,0
171930101025366,4,0
171931100013249,2,4
171932100017239,7,1
171933000017328,2,0
17193400006138,3,0
17193500004165,2,0
1719360000374819,4,0
1719370000204413,4,0
1719380021193210,2,1
1719391010201314,3,0
17160101001878615,16,3
17160200411827218,23,9
1716030010146417,22,2
1716041010626434,15,2
1716052031589642,11,5
171701010082715,1,0
1713010000440,1,0
171501000128234,4,4
171502110171210,2,3
17150340119133,0,1
171504000163262,2,4
1720013000207817,9,0
1720020030196432,8,4
1720030070156726,11,2
1720040130233328,8,1
1720050021315321,3,2
1720060000365618,7,1
1720070010306919,6,3
1720080202424414,12,2
1720090030275021,3,1
1720100001325626,2,3
1720112010345133,2,0
1720120010312818,9,0
1720130110235625,11,1
1720140020236923,11,3
1720150040465530,6,2
1720161020315111,5,2
1720170000356519,6,1
172018000094626,4,3
1720190000224712,4,1
1720200010216717,6,1
1720210010227526,9,2
1720220011193823,11,1
1720230010156022,7,4
1720240020234423,5,4
1720250000184433,7,3
1720260030294424,4,0
1720270030326419,10,2
1720281120204818,9,1
17202920001387,5,2
172030001038719,10,1
1720310010256218,6,2
172032000024529,6,1
1720331000323511,8,1
1720341030363616,4,3
172035004028389,5,4
1720361010232218,11,2
1720370010233012,6,1
172038000040557,10,0
1720390010334515,7,3
1720400000363112,8,1
1720410000414316,8,2
1720420000484924,14,7
172043002046429,14,0
1720440021494111,4,1
1720450000332315,9,3
172046001034309,8,2
1720470010152217,10,2
1720480010493628,15,0
1720490010383620,10,1
1720500010413913,5,1
1720511010383719,5,4
172052100043287,8,1
172053002037425,2,2
1720540030523713,10,0
1720551000495312,11,1
1720560001497410,11,1
172057000066569,9,0
1720580040616812,5,0
1729010010322211,4,1
17290200002695,3,1
17290300013940,0,1
1729040110514213,6,1
172905000020238,14,2
172906000035262,7,3
172907000039257,7,0
172908000021306,6,3
172909001027287,2,1
172910001039285,7,1
1729110010203712,7,2
172912000023108,2,1
1729130000323514,5,1
172914001016245,5,0
172915000024368,6,0
172916000018317,0,2
1729170010322820,1,2
172918001054492,5,2
172919001036388,7,0
172920000029248,2,4
172921000027604,11,0
1729220120194412,5,2
172923000013359,6,3
172924101025509,11,0
172925000036429,11,2
172926023065518,1,4
172927000022348,2,2
172928000011369,1,1
1729290010123511,1,0
1726011013345129,13,1
1726021130546926,4,1
1726031020506434,15,5
1726041010542615,10,3
1726050011502714,3,1
172701001053016,2,1
17230112221112,1,0
1725010000000,0,0
181001001046175,0,0
1810020020722810,16,0
181003001075101,0,0
18100400108072,1,1
1810050030381213,0,2
181006002086225,5,2
18100700005349,11,0
1810080050721614,2,3
181009000058125,5,2
181010001023171,4,1
1810110000432610,3,1
1810120100141612,2,0
181013001031810,5,0
181014010016174,1,0
181015021017147,4,1
181016001010195,9,2
18101700101585,3,0
181018020117115,4,2
181019001121258,6,0
18102002109267,1,0
1810211000333718,6,1
181022001021234,2,0
181023002014118,6,0
181024000019155,3,0
181025000019154,6,0
1810260041143213,5,1
181027001021124,6,0
1810280010191911,3,1
181029010029116,8,0
18103000008246,4,1
181031001043167,6,0
181032004146249,5,0
1810330010812614,9,0
181034003138264,7,0
181035001042166,3,0
181036001055295,1,1
181037001051144,6,1
181038002050222,4,0
181039002040151,4,1
181040112030144,2,1
181041002013167,9,0
18104200301943,6,0
1810430160263214,4,0
18104400102283,6,0
181045100019185,4,0
1810460140332816,8,2
1810470010402311,2,2
1810480000414219,7,1
181049002076235,15,0
1810500110624123,10,0
181901000082115,6,1
181902001081127,2,1
181903037054558,9,10
1819040010894112,16,2
181905000037104,5,2
1819060020442810,9,0
181907000010100,2,0
18190801001030,2,0
18190910002065,1,0
18191000004022,2,1
18191100103394,3,1
18191200004085,1,0
181913001054121,1,2
18160101411335127,15,3
1816020130876618,9,2
1816031050721911,7,3
1817010041243722,5,4
1813010000420,0,0
1820010000162448,8,0
182002002058384,14,0
1820030230515911,8,0
1820040030312413,14,2
182005001033367,7,1
182006011042235,4,0
182007000033242,9,0
182008002047252,10,1
182009003027235,5,1
182010011243347,7,9
182011001017144,10,0
1820120000322110,4,0
182013002041213,3,0
182014000069388,3,0
182015000068363,8,2
182016000037288,7,1
182017003039299,8,1
182018005059394,6,0
182019004044414,17,0
182020002060461,5,2
1820210010035568,5,3
182022011027446,7,0
1820230000275910,14,2
1820240010288411,12,6
182025003025647,10,3
1820260000206215,9,0
182027003050559,12,2
182028000025349,8,1
1820290030335613,10,2
182030011014154,7,0
182031003119194,3,2
182032022045201,10,1
182033041022188,12,3
1820340000000,0,0
182035010021298,9,1
182036000034266,4,0
1820370100204012,4,0
1820380310454912,8,4
182039003048569,6,0
1820400080304310,11,2
182041000127162,5,2
182042000031347,3,0
182043001028389,1,0
182044000027274,6,1
182045002031276,4,2
182046000011278,2,0
182047000023105,1,1
1829010010588814,19,0
1829020000719520,15,3
1829030020122412,4,0
182904000073425,9,2
182905000045496,9,2
182906000060248,2,0
182907012046496,3,0
182908203025405,3,1
182909202065367,7,1
1829100001546512,15,0
182911001041328,7,0
182912001030457,5,1
182601012077558,7,1
182602010055486,12,1
182603000026246,6,0
182701001072818,1,1
182301001010270,7,1
18250150311657,7,4
1830010000254615,18,1
183002000030395,6,1
183003201049587,12,2
183005102021358,7,0
1830060020173710,11,3
1830070000327419,26,2
1830080010144610,15,0
183009033045408,13,0
1830100030197715,22,3
1830110020196423,10,2
1830120000315510,11,1
183013002038689,10,2
1830140010266426,5,2
1830151020256312,13,0
1830160020175818,14,2
1830172010325611,24,0
183018000028191,22,1
183019003022184,14,2
1830201020204512,9,2
183021003027719,17,3
1830220020206112,12,2
183023103028839,16,3
1830241010195716,9,1
1830250020306022,10,1
1830261030397012,7,1
1830270010459423,18,1
18302800103111129,7,1
1830291040405113,10,1
183030004038588,4,1
1830310040395216,11,1
1830320070407415,18,1
1830330020349717,8,0
1830341110257934,10,3
1830350000225214,10,0
1830360030195321,6,0
1830371000256320,11,3
1830380030296114,5,0
183039001013436,4,1
1830401020476818,8,1
1830410020377229,9,2
183042105032585,7,2
1830431010326622,12,1
1830440030406012,13,2
1830450110434112,8,6
1830460040284317,10,1
1830470030297218,6,0
183048001028397,6,1
1839010010507314,12,4
1839020010396812,7,0
1839030001418812,9,1
1839040070649917,16,3
1839050030357910,26,2
1839061030845910,33,2
1839070010694813,48,10
1839080130634715,18,1
1839090010419019,21,0
183910002044797,30,2
1839110020599225,19,2
1839121010547520,22,7
18360110106310518,24,2
1836020050448720,15,2
1836032031517916,12,5
1837011010126221,4,0
183301202325171,7,3
191001033028120,11,1
191002027124120,5,1
191003116119106,21,4
19100410403893,6,4
191005124129100,15,0
191006047018311,8,3
1910070411032143,7,5
191008106023181,13,2
191009101039193,15,2
191010103029133,10,5
191011011035113,6,5
191012104334145,9,6
19101300111690,10,2
191014015122153,6,1
191015008031123,15,5
1910160170311511,16,2
191017003043106,20,4
19101800614694,14,1
191019106146165,16,5
191020046038106,26,2
191021005038104,13,1
191022108137148,18,8
19102302404579,12,3
191024037036128,14,3
191025119127110,13,9
19102600404574,18,4
191027329061115,16,3
191028001236172,21,0
191029106153145,21,1
191030004056104,25,7
191031107134113,21,2
191032004036144,21,7
191033017028103,12,4
19103401603976,22,6
19103520603994,12,1
191036103051115,12,5
19103720803985,31,5
19103801414277,17,6
191039009040246,17,9
191040003030153,7,1
191041104041225,13,3
191042013055175,6,1
191043202031327,9,2
191044101035279,14,2
191045016030296,12,2
1910460040404617,21,1
1910470140342111,17,2
191901000041102,7,2
191902102022142,8,2
19190301201770,8,1
19190400303092,7,5
1919050013504013,33,3
191906002128124,10,0
19190700402887,11,3
19190810213041,11,2
19190900301851,9,2
19191000203491,8,0
19191100303891,7,1
191912114039111,7,0
19191300304763,24,2
1919140010157292,15,2
19160100202140,3,0
1916021080711013,32,5
191603004045226,24,4
19170100203115,5,0
1913011320862,2,1
1915010000000,0,0
1920010040273018,8,1
192002002031809,22,0
1920030100147123,7,4
1920041020394914,19,2
1920051221329514,16,3
1920060160286810,15,3
1920070010265418,10,0
1920082030428412,18,1
192009001037706,2,2
19201000103710617,11,2
1920110130549522,13,4
1920120120548011,4,6
1920130170368211,9,3
1920140000303619,14,6
1920150020274310,10,5
1920160040638214,16,3
192017002045789,10,5
19201810403210412,8,3
1920190010248612,6,4
192020004038817,10,4
1920210230448418,16,0
192022000036775,13,7
192023023015362,8,2
192024001027677,27,5
192025004055435,12,2
1920260020476513,16,4
1920270030524115,17,2
192028006058499,34,4
192029024023106,9,0
192030125036182,15,1
192031007025286,12,2
192032103044234,50,3
192033005035158,9,1
192034003029328,9,4
192035004125189,11,6
1920361050291913,10,4
1920370030362617,16,1
192038004120236,6,0
192039001025266,7,1
192040001046343,11,2
192041003021284,13,0
192042025049454,6,3
192043003054669,10,3
1920440040242810,4,0
192045005130249,11,2
1920461060271310,1,3
192047034047378,14,3
1929010011385913,18,2
1929021020778710,37,5
192903003010517,9,4
1929040031396114,17,2
1929050030398011,19,6
1929060000621066,15,2
1929071070393716,9,2
1929080021183413,9,1
192909000055205,22,1
192910003033219,18,0
192911000020252,8,1
192912001019282,5,1
1926010020284610,10,3
1926021020625011,20,2
1926031351664215,27,8
1927010040115021,4,1
1923010000920,1,0
19250100201021,3,2
1930011010389813,11,3
19300200203412922,25,3
19300310204512020,26,2
1930040030295611,31,2
1930050110218118,4,1
1930060160415211,13,5
1930070020284910,16,1
1930080070416813,11,0
193009118122313,16,1
193010005032459,18,2
19301100404411719,12,4
1930120251401198,9,3
19301300302410618,4,1
19301401203214616,11,2
19301510204412714,19,0
1930160061467114,17,2
1930171030458613,18,3
19301810203511617,12,1
1930190040478514,19,4
1930200040319314,5,1
19302100304512912,16,4
1930220020201209,10,1
19302300203412716,7,0
193024027039956,17,4
19302510404211218,13,3
19302624423311512,12,3
19302700503511815,9,1
1930282030356612,12,2
1930290020249417,8,2
1930302010237313,13,2
1930310023237316,15,7
19303201204813915,10,2
19303300104312118,10,0
19303400205511921,7,3
19303500302313318,5,1
19303600102812623,5,2
19303710003012921,9,2
19303801204312117,17,2
19303910102115213,3,3
1930400021239312,15,2
19304100022112625,13,2
19304220113914924,11,3
19304300315511112,5,2
1930440030381318,11,2
19304500303713815,13,0
19304612204011820,9,2
19304710012911714,12,0
19304800202911923,12,2
19304900303211919,4,1
193050003047939,10,7
1930510010296911,10,2
193052005034808,13,2
193901002050694,17,2
193902101157567,16,3
1939030010317410,6,0
193904003042888,14,2
1939050030358514,18,1
1939060051418419,17,3
19390701003610311,4,0
1939081011581058,18,4
1939090010341229,19,2
1939101010331319,10,1
19391100206112616,16,1
19391200214812017,3,3
19391310004815812,22,4
1936012121609822,37,4
19360200204510823,18,4
1936030020327317,12,3
1936040232458725,7,1
19370100201011224,2,1
1933010000402,4,1
1940010040459219,14,1
1940021051502712,46,1
194003006057863,10,1
194004002042775,18,3
1940050000238011,16,4
1940060010347116,8,1
19400700004312215,17,1
194008101033889,8,2
1940090020299416,3,5
194010001043778,3,1
194011001033779,7,2
194012001051938,6,0
1940130022039298,12,3
194014013012319,2,1
1940150011357213,7,0
1940161071243014,7,0
1940170071323915,13,8
1940180013119287,7,1
1940190030322420,2,1
194020001025138,0,1
194021011024144,4,2
194022105131178,2,2
194023001036192,8,3
194024016069156,10,2
194025113162297,12,1
194026004124317,11,4
194027006136112,14,3
194028015032309,6,3
1940290071173823,12,3
19403001181334013,11,10
1940310241543111,23,2
194032108043399,11,3
1940330010411713,6,4
1940343260483515,12,5
1940351062461514,5,4
1940361013060157,8,2
1940370061571310,14,9
194038019252118,3,10
19403915113582011,17,12
1940400092551019,9,5
1940410117047158,17,6
19404200142391111,7,5
1940430021246126,10,3
194901103136243,6,2
194902001121237,3,0
194903002137153,8,5
194904007155159,9,2
194905003329294,5,2
1949060031564113,7,4
19490700006712811,12,0
194908002028254,6,0
194909002027797,12,3
1949100011248910,16,7
194911000036817,10,0
19460101106911714,8,5
194602221392105128,30,14
19460313521282921,9,8
1947011040103010,2,2
1943010000511,0,0
110012172,84,2
110021572,120,6
110031259,87,4
110041967,88,3
110052045,86,14
110061058,112,2
110071758,122,6
110082448,117,4
110092956,79,12
110102174,78,8
11011017,22,2
110121841,79,5
110131925,41,1
110141766,85,2
110152150,42,4
110161657,101,7
110171644,54,8
110181743,67,7
110191558,77,4
110202655,46,4
110213249,35,3
110223615,25,3
110232238,58,3
110241967,48,6
110252946,45,4
110263354,49,10
110271765,39,9
110281641,75,9
110291536,59,6
1103015103,69,8
110313768,38,9
110323359,55,9
110333663,50,5
110342249,47,3
110352266,57,3
110361842,47,5
110371050,66,7
110381937,40,5
110392940,30,5
110402534,39,4
110411862,39,5
110422461,43,7
110432887,39,5
119012649,13,5
119022360,49,4
119032662,48,2
119041675,46,2
119051562,58,4
119061574,45,2
119071731,25,3
119082677,116,2
119092360,80,2
11910557,91,2
119111282,73,9
119122169,40,1
119131665,41,2
119141870,74,5
1160138101,91,1
1160253156,98,4
116035293,77,5
11701211,33,3
113011726,31,5
1150100,0,0
120011338,13,0
120021436,23,4
12003912,26,1
120041117,9,0
12005822,14,3
120061733,10,2
120071227,18,3
120081340,16,2
120091330,17,6
120101126,13,3
120111643,11,0
120121756,14,2
120131030,13,2
120141326,14,1
12015624,9,3
120161437,13,4
120171021,29,1
120183273,22,5
120195253,19,8
120203548,33,10
120212536,65,9
120224283,45,7
120235071,26,10
120244976,18,8
120254044,13,9
120262834,64,6
120271229,75,5
120281537,86,6
120292939,92,2
120301541,66,2
120312549,66,12
120323130,76,3
120331229,60,2
120342045,75,6
120352272,80,2
120362241,77,7
120372545,88,4
120382550,75,10
120392593,56,3
120401967,86,5
120411774,92,3
1204237,8,0
1204310,1,1
120442352,68,3
120452065,41,7
120461664,58,4
120471830,28,2
120482264,69,2
120492490,50,7
120502959,25,7
120512631,34,3
120521962,75,3
1205344116,66,2
120543068,64,2
120552178,94,2
1205627111,88,2
120571371,75,1
129011052,37,0
129022070,73,0
129031343,33,3
129041454,75,2
129051037,60,2
129061023,14,4
129071914,7,0
129081771,42,4
129091557,73,0
129102545,77,6
129112547,90,1
129122831,61,4
129131566,20,3
129141236,9,0
129151157,27,7
12916829,1,3
12917831,15,3
1260144,4,0
126022444,43,2
126033375,113,5
126041856,71,2
12701817,46,0
1230116,2,0
12501860,46,4
12502666,47,7
130011624,15,0
13002410,3,2
130031952,7,4
130042254,20,0
130051822,13,4
130061454,19,1
130071856,24,7
13008933,23,2
130091629,34,3
130101558,44,2
130112250,54,2
130121055,42,0
130133040,49,1
130141347,70,7
130153085,104,8
130163450,26,2
130172184,63,1
130182833,26,7
130191364,67,7
130201553,65,5
130212243,64,2
130221587,129,6
13023992,83,4
130241769,107,5
130256101,74,7
130261667,123,4
130272270,108,1
130281152,68,1
130291276,84,2
130301953,69,14
130312238,73,0
130321494,78,2
13033438,43,3
1303413,8,1
130351580,98,24
130363637,62,5
1303723,3,0
130381960,100,4
130391578,78,3
130401241,68,0
130411955,87,1
130421148,43,7
130431281,127,5
130442040,63,10
130451752,106,1
130461941,77,5
130471669,93,4
130482244,91,10
130491760,94,5
130501460,115,4
130511447,91,1
139011444,45,1
139021139,22,1
13903826,7,0
13904963,14,0
139051541,24,0
13906534,29,1
139071975,55,1
1390812104,83,1
13909775,87,3
139102036,99,4
139112569,81,3
139121649,52,4
139132288,91,3
139141164,69,5
13915753,50,4
13916950,75,1
136011549,33,1
136021592,84,4
136031464,61,2
136041633,56,5
13701311,62,3
13301718,9,0
1350136,4,0
13502415,28,3
13503414,23,3
135041456,64,4
13505969,64,0
140012482,37,5
140021633,5,3
1400312103,13,1
140041996,24,6
140052082,18,1
140061347,16,0
140071446,10,2
14008937,26,9
1400979,17,1
140101030,27,4
14011128,27,8
140121433,29,3
140131048,44,4
140142545,40,1
14015567,45,5
140162062,38,4
140171365,60,3
140182876,98,4
14019515,11,4
140201012,22,5
140211019,44,6
14022922,38,3
140231330,24,8
14024934,18,1
140251145,44,1
140261542,29,9
140272156,24,5
