bureau_id,v1,v2
1430112121061,6,2
21001000054182,21,8
21002101087318,13,0
21003013061312,18,2
210041000000,0,0
21005012140162,6,1
21006102126202,13,1
21007012044152,12,3
21008217048203,8,7
21009101163234,22,4
21010114060363,26,3
21011002047115,17,8
21012003237174,15,5
21013303030242,19,4
21014103036183,11,4
21015203131182,15,11
21016002124202,10,1
21017112042112,15,5
21018018041233,15,5
21019011039152,18,1
21020001054165,7,9
21021001046157,15,4
2102200002952,11,0
2102310201992,9,2
21901023069194,18,8
219020041123293,13,7
21903001191418,12,4
21904111018127,4,6
21905006170258,9,0
21906003083306,18,8
21907011028192,4,4
21908000035194,9,10
21909000041193,12,2
21910112057192,11,3
21911002255218,13,6
21601001071153,19,5
216020020703810,34,6
216032050179494,30,17
217010000140,1,0
213010000000,0,0
21501013214135,0,3
22001016072378,22,3
22002109059324,21,3
22003101155445,22,1
22004005263457,24,5
22005004037378,27,4
22006003027292,9,6
22007105056376,10,5
22008011146371,7,6
22009027152504,15,12
22010104140313,31,14
22011002264362,15,2
22012216028315,18,5
22013005051200,14,4
22014105144255,22,1
22015009042243,20,7
22016013051319,18,4
22017008062379,25,3
22018102078375,21,4
22019112245447,12,1
22901101040206,10,6
22902102041161,16,1
22903010042167,18,5
22904010044172,15,3
22905004126132,12,4
22906001026130,6,3
229070000000,0,0
22908304144224,25,6
22909101175509,22,5
22601015081258,21,6
22602002032123,16,2
227010000223,0,0
223010000000,0,0
230010000201,4,0
230020000110,0,0
2300300001340,2,0
23004003043140,13,1
23005010039166,12,4
23006100054102,14,1
23007001235165,15,2
23008106152322,15,0
23009007056392,13,4
23010005150275,11,5
23011002119224,12,3
23012001150146,12,8
23013012048333,8,3
23014101058466,15,4
23015008157394,9,5
23016003093393,22,5
23017011035203,22,16
23018000030144,4,7
23019124038213,16,6
23020121062313,10,3
230211021534311,12,9
23022012049341,19,2
23023012187454,20,8
23024202061453,27,6
23025004048136,28,0
23026107037282,9,4
239010021114188,16,5
23902023049213,12,2
23903001164112,7,4
23904000047244,5,0
2390502013190,5,1
23906001059120,6,3
23907012270162,15,5
23908101048296,8,6
23909001040131,6,4
23910010241191,11,6
23911123030346,10,0
23601113053177,10,3
23602000030184,8,1
23603102078231,18,4
23604000048181,13,3
237010010362,0,0
233010000710,4,0
23501003146150,13,7
23502103169243,14,18
23503201047120,10,8
31001203031103,2,5
3100200207405,4,1
31003001249137,5,4
310040040531411,6,1
31005004042238,1,4
31006007042216,2,3
3100712404283,6,0
31008006024172,10,6
31009001021240,7,5
31010001126275,11,1
31011001120207,9,3
3101211111885,7,1
3101300202484,9,1
31014017148157,7,2
31015007160329,8,1
31016023162413,2,0
3101700215183,1,0
31018012057163,1,2
31019206061105,6,2
310200171114129,8,7
310211011161157,5,6
31022015055103,0,2
3102300505694,8,1
31024005061215,2,7
310250030713610,7,1
31026002074453,8,1
31027014027145,7,2
3102810403393,7,1
310292010032159,8,7
310300260461410,8,0
310310150372311,8,0
31032005030286,4,3
310330041182110,4,2
31034002017152,8,2
3103500102072,1,1
31036005016143,4,0
31037103050132,5,4
31038003030112,5,0
31039001044245,8,0
3104000008341,5,0
31041000012875,0,0
3104200006490,4,5
3190100101050,7,2
31902011046111,4,0
3190300103940,6,2
3190412209360,2,1
31905104080166,3,2
3190600217493,5,1
31907005031195,5,1
31908010032111,5,0
31909002031136,4,0
31910000065120,5,2
3191100106270,4,3
31912004041131,3,3
3191302415544,2,2
31914104052272,5,0
31601021321483618,12,13
316021271982010,14,10
3160310411101711,9,1
31701003013211,2,1
313010000210,0,0
315010110631,1,3
31502000064342,9,7
320010000581310,1,1
32002000066191,4,0
32003002076351,2,1
32004032050243,17,4
32005002061809,13,1
32006002050497,12,3
32007002022199,2,1
320081020233511,4,1
32009005021365,5,0
32010004017366,15,0
320111030194313,4,7
32012212028443,7,0
320130030142614,12,0
320140151464816,10,6
320150050503112,11,3
32016002055268,5,3
320170130272214,9,2
32018004033319,14,4
32019002027236,9,0
32020102019206,5,2
32021001021222,2,0
32022002035309,6,1
320230130423113,4,1
32024004127313,11,4
32025001011254,6,2
32026104121596,3,3
32027108049727,10,2
32028021026508,5,0
32029002026185,1,0
3203000501998,6,1
320310040232510,4,0
320320020342818,6,3
32033002033327,5,1
32034001010136,4,1
32035001021364,3,0
32036101020279,6,0
320370120322513,4,1
32038003056557,5,1
32039008081231,6,1
320400000283713,2,0
32901033154366,7,0
329020020114335,5,0
32903000086827,5,1
32904002018338,3,0
32905004035162,7,1
32906020054349,4,1
32907001070408,9,4
32908001048313,2,1
32909003039447,10,1
329101122304212,10,3
329110231352412,12,2
329120010292110,5,5
32913001141176,5,0
326011130693410,9,1
326021051645916,8,6
3260300311235722,17,4
327010050178117,5,1
323010010403,1,0
325010030110,2,2
33001002062206,6,2
33002001064103,5,2
330030050413422,7,1
330040020653218,11,0
3300501101104512,6,4
330060031213411,3,4
330070050292911,8,2
330080040415015,7,0
330090180192315,1,2
330100040334813,12,1
330110000353612,7,0
33012002020199,3,1
330131170393122,7,2
330140030436512,5,0
330150040483911,8,2
330160050523217,4,0
330171140582012,7,1
330180180612114,4,1
33019002045166,3,1
3302000713194,5,6
33021000071107,4,1
3302200215682,5,2
33023004061208,13,2
330241031561811,6,0
3302521113823,4,1
33026212071102,6,1
3302701606846,1,1
3302800404841,3,3
3302900408174,7,2
3303012707264,5,6
3303100106257,9,2
33032014057105,4,4
33033204053122,4,1
3303401404764,4,1
33035014029145,11,4
3303600405544,3,2
33037018056176,8,5
33038005079166,7,1
3303900302771,7,2
330401020251113,4,0
33041003153151,7,0
33042000032188,8,2
33043005249255,6,8
330440230301911,11,2
33045013044172,4,3
3304600301492,2,2
33047002029113,10,0
33048105028193,7,3
3390100103967,1,1
33902000188188,3,1
3390300102171,4,0
3390402403220,2,0
3390501309683,3,4
3390600111441210,6,4
3390700319061,5,4
33908002011968,5,5
33909001031149,5,0
33910002048176,0,1
33911001055103,8,2
339120031532810,2,2
339130001532112,2,4
33914002094345,2,1
339150010111131,3,6
33916013010997,3,0
3360100401177030,15,2
3360200023863,4,1
3360321412124911,18,4
33701001093111,0,0
333010000300,0,0
3400100120504817,8,1
340021050473022,13,2
340030020604827,8,0
340040011529016,0,5
340050110627617,7,3
340064131736022,5,1
340070010544621,5,3
340080131704522,7,4
340091120675619,7,0
340100020465010,1,0
340110040708320,9,3
340120160775911,6,2
34013103057548,11,1
340140010403921,7,3
340151020295111,4,0
340161030493816,9,0
340170130727818,3,4
340180031705114,4,1
340190050676815,6,1
34020102042637,6,2
340210220454814,5,3
340220050664822,11,2
340230060464721,5,1
340241000505211,11,5
34025001055456,3,2
340260060773411,4,5
340270010365118,2,1
34028001022219,1,0
340290041152633,5,0
340302010544626,7,0
340310020274216,6,0
340320110373624,4,1
340330021183817,3,0
340341030403533,2,0
340350010407337,6,0
340360020615310,1,2
340370080587516,2,2
340380021536438,8,0
340390070345822,5,0
340402030705122,5,0
340410141453915,7,0
340420160303825,7,2
34043004019118,4,1
3404410150293332,6,6
340450010144369,7,3
3404600120293012,11,2
3404701122272722,9,2
340480020253417,1,0
34901002033166,1,0
34902000023215,2,2
349030042274216,2,1
3490400170342713,5,0
349051020445618,3,0
349060021403720,4,0
349070001639619,0,0
349080000502711,4,0
34909003074328,7,3
349100000693010,4,0
349111010757416,13,2
349121010102454,7,1
34913106162696,8,1
349140020807313,3,2
349150020835218,3,3
349160020712517,11,1
34601005111110124,11,2
3460222011149643,10,10
34603231109511873,10,5
347011010104419,1,2
343010000000,0,0
34501000148237,5,0
3450200113790,0,1
350010040193113,8,0
350020080282618,4,4
350030010232417,4,1
350040050635011,6,1
350050121474210,8,1
350060040211013,6,2
35007002016127,4,2
35008005116136,7,4
35009000118111,1,0
35010004027616,7,1
350110061241713,4,0
350120030271113,2,2
350130011341917,4,0
350140061231113,4,4
350151070411616,14,4
350160040664616,11,2
350170020823929,12,0
350180071733031,15,2
350190220753216,7,0
350200230965115,18,0
350211231747021,9,6
350220030553121,2,0
350230100361510,1,1
350240150885910,6,2
350250041685317,5,0
350260020723321,15,1
350270040784219,5,3
350280120674412,9,2
350291180292321,5,1
350300030652122,10,4
350310051462015,12,1
350320010902514,9,2
350330150642411,7,0
350340031692716,10,1
350350090601118,16,0
3503610103389,15,0
350370252651211,10,2
3503810003489,10,1
3503900005192,4,0
350402031331310,7,2
350410161531213,9,0
350421070551610,9,1
350430050251312,7,2
350440110472213,12,0
35045015062239,7,1
3504610111842215,10,1
350470182711010,5,5
35048007147107,7,1
3590111301331210,4,4
35902114077188,3,0
35903002097307,2,0
3590400001555,1,0
359050141965214,2,4
359060010772811,5,0
359071130594516,2,1
359080000341815,6,0
359092161543621,7,2
359100070575712,10,1
359110040411812,1,4
359120010702715,5,3
3591301305785,0,0
3591400214577,3,1
35915004074138,3,1
3591601502787,5,1
356010042453312,10,2
356020010732220,11,1
35603115140186,2,0
357010040131612,2,0
3530120301172,6,5
410010050203014,3,2
41002012032279,3,2
41003111038268,8,5
4100400104097,6,5
41005002023216,3,2
41006009030305,10,5
41007101042196,11,1
41008001042172,4,4
41009022041307,6,1
41010102135188,22,3
41011101040273,4,4
41012100145174,10,0
41013006144259,7,1
410140030473312,11,5
410150030312810,13,2
410162031383413,5,4
41017001034314,16,2
41018013046319,6,2
410190010383211,3,1
41020001028197,13,0
41021002035205,3,1
41022006143359,11,0
410230000361510,5,2
41024002035331,8,3
410250000830,0,0
410260000211,0,0
410270000875,1,0
41028001044307,14,6
4190100003097,9,0
41902001027163,2,1
419030000544915,5,0
419041210604110,11,1
419050132743315,9,5
41906010038277,6,0
41907101035154,6,3
41908302029264,6,4
41909000142257,8,2
4191000103088,4,2
41911010122111,2,0
416010021452113,10,2
4160212311107912,13,6
417010000512,0,0
413011111601,0,2
41501012144379,5,10
41502212032380,4,4
41503101145474,3,6
420010221492912,13,2
42002105130235,2,2
4200310101494,3,0
4200400202563,4,0
4200500201644,2,2
4200600301894,1,3
42007102022129,7,1
42008211058367,6,1
420092111372013,6,1
42010005039224,10,2
4201120002882,4,0
4201201821899,4,2
4201300008164,3,1
420140040382612,6,1
42015011042339,10,1
420160142503011,18,3
42017004046317,17,2
42018203034326,12,2
42019030042266,15,0
42020203039306,5,1
420211241543219,22,4
42022001041288,5,5
42023013037287,9,0
42901002029165,6,2
4290210102949,5,1
42903002076382,6,2
42904102044202,2,1
42905001121141,5,1
42906000076276,5,2
42907101059298,10,1
42908002038184,5,4
42909002031227,10,1
426012242705221,18,6
426021110452511,16,5
427010000121,2,0
4230110011074,3,0
425012020220,0,0
42502012013370,2,3
42503000126285,0,3
43001101051463,7,4
430020010526214,11,3
43003003169637,8,1
430040020695911,5,2
43005000059546,2,1
43006012051557,3,1
430070040465411,3,0
43008114076558,10,2
430090140543014,7,4
430100270497512,3,0
430110000425512,3,0
43012003046711,4,3
43013003056539,7,3
430140031384218,9,3
43015007159357,8,0
43016001036269,8,0
43017007060489,9,0
43018001153347,2,0
43019003053424,1,1
43020001049375,7,2
43021011049528,6,0
430220040435712,7,1
43023100025163,7,1
43024001029247,12,3
430250030413915,6,0
430260020505311,10,0
43901001042268,2,0
43902000046262,6,1
43903000046486,0,1
43904000051499,5,0
43905002033203,0,0
43906001079645,3,1
439071101706812,6,2
439080020876512,4,3
43909004070577,9,1
439100010723211,6,3
436010010756415,9,5
436020030846714,16,0
437010000473,0,0
433010000230,2,2
51001001018215,6,0
51002022024236,15,0
51003100020106,5,2
5100400004101,1,0
510050220422111,8,2
51006011044209,3,1
510070010201511,4,0
510080030271018,6,2
5101011603466,10,1
510110130342813,5,1
510120140221812,8,0
510130520471410,10,0
510140020451614,7,2
510152012312213,13,5
51016002025167,15,1
510172000441812,12,1
510180001322125,8,2
510190001411811,14,4
510200030372016,12,2
510210111423127,14,3
510220020513025,21,4
510230020462523,15,4
510240050311921,27,4
510250000243324,16,4
510260010352010,15,2
510271010331613,11,5
510280030222516,8,3
510290030482719,10,2
510300010414513,15,0
510310130432921,21,5
510320020352428,2,14
510330110422121,15,2
510340000331618,15,2
510350020451229,15,1
51036101132819,13,3
510370140361015,20,4
510381000261317,18,3
510390230401223,19,1
51040212141139,12,4
51041215042129,10,4
510420000032,2,0
510430020421520,9,2
510440001401218,10,0
510450130221819,8,2
5104610502697,9,2
5104700502995,9,3
5104803101355,8,1
510491020391413,5,0
51050000048920,9,7
510510160452211,3,4
51052203051107,20,2
51053000046135,15,5
510541020382513,3,3
510550020321014,17,1
51056000139139,6,1
510571010332920,16,3
510580001421822,13,2
51059003043239,16,2
51060000044109,11,2
51061005121238,26,5
510621041461214,17,8
510631021351614,10,5
51064011128118,6,3
51065003016167,10,1
510661000281611,19,1
510670100221011,7,0
51901000034920,4,1
519020010421817,12,3
519030000462016,10,1
519041021682712,13,5
51905102263186,11,1
519061111771714,7,7
519071020622211,16,2
519080000692318,9,4
519090120562114,22,3
519100001673520,15,2
51911103042176,9,6
51912102142109,20,5
51913010032128,6,3
519140010211114,1,1
519151020391719,11,1
519164100582317,7,9
519170110842715,10,6
519181110622415,13,3
51919002041217,18,3
519201012612822,14,3
51921000046135,2,0
519220020241611,1,2
516010020421910,6,3
516021033682824,13,2
5160331721182966,46,12
516041020822828,22,1
517010110584,3,0
513011233553,6,0
51501310163239,18,11
5150240011701428,9,18
51503212224219,11,10
51504004034186,8,11
52001102033107,20,3
52002006042911,6,2
520030111371815,7,2
520040020312516,16,0
52005000032227,12,0
5200600701322,3,3
52007213021813,11,5
52008012026178,14,3
52009003023710,5,3
520100051191614,18,1
5201111101715,9,4
5201200012083,2,3
52013117041163,10,4
520141111261113,17,3
520152050462510,24,5
520160041321514,19,4
52017012026127,15,0
52018032128126,16,3
520191041301011,24,3
5202001402785,10,3
52021311130161,10,5
52022004249189,22,7
52023201043105,17,4
5202430201758,4,0
520252040371217,4,4
5202620602838,13,4
520272140481515,13,5
5202801404388,20,3
52029014026012,2,8
52030211250812,9,3
52031000020118,3,2
5203211213175,17,3
52033101036138,12,5
52034114035412,10,1
5203500603237,6,1
52036004029311,15,6
5203700503845,16,3
52038004023616,7,2
52039014024125,12,1
52040015034246,15,6
52041034044811,8,1
5204200013679,16,3
520434330261313,14,3
5204401613474,5,4
520450161511213,11,3
52046124024916,10,1
520470153461315,13,3
52048002032913,8,4
52049073025917,11,3
520501101221314,9,1
52051000024613,9,0
52052101033510,15,2
52053104022610,5,2
52054012110414,10,2
5205500702588,11,7
52056014018116,5,1
5205700304468,5,5
520582150252014,8,4
52901003258218,23,3
529020220491614,10,1
52903012027144,12,0
52904110028197,7,0
529050030541012,26,3
52906103041148,25,1
5290700203062,6,0
52908000024127,13,0
5290901002498,6,4
5291001313464,23,2
52911023146104,20,10
5291201004657,21,2
5291300101400,2,0
5291400001326,4,1
5291500202540,2,3
5291600002043,5,2
52917111138129,8,3
52918101274712,18,8
529190022461713,17,5
526010220211516,23,4
526020261621012,17,2
5260301101982115,26,9
52604112345130,5,3
527010040462,1,0
523010000000,0,0
61001002036274,10,0
61002005067535,6,3
61003010065334,7,1
61004103065423,6,1
61005000063272,4,5
61006000074200,7,4
61007101068361,5,6
61008100076412,2,1
61009001074387,12,2
61901101081685,10,2
61902110099407,4,2
61903001076321,8,2
61601100024210,4,0
61602002026230,5,0
617010000203,0,0
613010000000,0,0
6150121032302,5,2
62001000059367,6,4
62002103077227,15,3
62003001059265,6,1
62004011067679,10,2
62005110098251,6,3
62006110089393,7,2
62007001061555,6,1
62008004083209,9,5
62009001086221,4,4
629010020105502,9,5
62902004091528,11,3
62903012092436,5,1
62603000036231,1,3
62604000029243,2,1
627010000400,0,0
63001002090378,9,1
63002001062311,10,4
63003010068447,6,2
63004210054293,12,2
63005001073231,7,0
63006012059283,7,4
63007002036423,8,2
63008001165304,11,3
63009104142282,7,1
63901001182441,2,0
63902000091354,5,1
63903000064351,10,0
63605004055171,6,3
63606101026201,3,0
637010000010,0,0
633010000100,0,0
6400120002773,3,0
64002004041215,8,2
64003002039136,1,0
64004126039245,6,2
640050000521,0,0
64006002044145,6,5
64901000038101,5,4
64902001146226,10,1
649030112114236,10,16
646070000111,0,0
646080000410,1,0
647010000100,1,0
643010000832,1,2
71001003066507,17,4
71002001061618,19,2
710031020813810,21,5
71004010023234,3,1
71005000144264,9,2
71006002038204,13,0
71007102059476,29,1
71008003038384,25,5
71009123045222,22,4
7101001401664,9,0
71011002044327,27,3
71012010156251,19,1
71013011149125,31,5
71014111057327,16,5
71015002089333,18,4
710160060100284,22,4
710170030103605,17,2
71018005075467,19,3
71019004052358,12,1
71020002051272,11,2
710210000300,0,1
710220000310,1,0
71023007048386,8,2
71024011180394,15,9
71025002162354,21,2
71026005049233,18,2
71027014054245,23,5
71028104021152,13,2
71029007052143,8,0
71030001130218,13,1
71031024172297,34,0
71032012053266,21,0
71033012168308,25,1
71034001033189,31,1
71035003046325,21,2
71036001052297,36,6
71037005039336,18,4
710381080422814,16,2
710391011453414,15,2
710400050454012,18,3
71041300080375,27,1
71042013043355,25,0
71043008040425,14,2
710441030666213,20,2
710451042383512,21,2
710460050464713,28,3
7104700304274,18,4
7104800403873,17,0
71049000141215,25,2
71050002058308,34,5
71051005162506,23,4
71052001129322,25,5
710530010434310,24,5
710540020642513,24,1
71055101058206,19,3
71056001055322,20,0
710571020973611,43,7
71058105038248,24,0
71059002034217,25,0
71060002037135,25,2
71061002033232,26,1
71901020092556,18,3
71902000140180,8,1
71903000052290,7,2
71904002085327,10,0
71905110076213,16,0
71906002052206,16,0
71907000024105,7,0
71908000041143,11,1
71909000065152,13,0
71910001171154,21,1
71911004073309,16,2
71912001070345,19,2
71913010067271,14,3
71914002081344,17,6
71915002043143,16,4
719160000784514,20,1
71917200088639,17,2
71918202063299,20,2
71919000047194,7,1
71920001051216,13,0
7160100501085810,30,12
716020040101396,16,9
716031011843518,30,3
7160400201044911,37,7
71701002013247,6,0
7130100101220,1,1
715011010930,1,3
715020000520,0,1
715032020110,1,0
71504212184225,5,4
71505002072110,10,7
720010031255913,16,4
720020021404823,19,1
720031010318219,15,1
720040010399118,12,3
720050030239421,13,7
720060010427918,9,3
720070010405620,14,4
720080030284732,18,1
720091010216815,14,4
720100021286920,11,1
720110220477312,8,1
720120010526011,9,5
720130040395114,6,2
72014013035417,10,2
72015000030374,5,5
72016000029279,6,2
720171050719215,17,2
720180010293211,5,1
720190120355821,13,1
720200000345612,17,0
720210040265423,14,4
720221100558123,22,2
720230140664820,22,3
720240000515410,39,3
720250021414913,35,2
720260030583616,25,6
72027001039348,11,5
72028010057579,23,5
72029007040223,14,3
72030005057149,28,3
72031102055187,16,5
72032111175165,33,3
72033000040215,32,2
720340031554118,21,1
720350031713117,29,6
72036002129263,25,2
72037210026218,17,0
72038003060278,26,2
72039000035266,22,0
72040053182569,28,1
720410000000,0,0
720420340827213,15,0
72043004053197,17,3
720440000430,2,1
720451020666512,9,2
72046012063569,32,5
72047002044557,21,6
72048001023214,21,0
7204900512531,10,1
72050002038183,13,2
72051002067367,29,2
72052013060364,38,9
72053010180715,22,4
72054008076418,28,3
72055013061182,31,3
720560060401310,10,4
72057005161537,28,2
720581050532810,21,1
72901000084384,20,3
729021010104349,17,6
72903001040184,6,2
72904001063281,18,0
729050121151413,35,7
7290600302266,11,0
72907000042257,10,0
72908003150326,22,1
72909000061288,13,3
7291000102998,14,2
729110010402813,8,2
729120021858514,12,1
729130100706714,10,2
729140120758223,17,1
7291520306710232,14,2
729163000425922,12,8
726012310808926,21,12
72602003070508,14,5
72603001073409,31,1
726040030924210,39,3
72701000110499,2,1
723014222564,4,1
725014002831,3,0
725020010560,0,1
730012020347114,13,4
730020000327412,13,2
730032000405018,15,0
730041040378315,11,5
730050030295922,23,5
730060110196220,24,4
730072011376816,6,2
730080010369415,6,1
730091030184113,25,1
730100000267521,22,1
730111010237919,19,1
730121000307220,7,0
730131000244815,7,2
730141010186021,6,7
73015005043587,7,1
730160020393817,15,1
730170020325917,11,0
730180020367221,13,3
730190020495014,18,3
730200000505330,26,3
730210120289822,10,2
730220000375211,8,2
73023105052947,15,0
730242020277218,13,3
730250000328715,18,3
730260010546022,3,2
730271000325013,12,1
730280001266520,12,2
730291000188217,5,1
73030001026575,14,3
730311010226916,8,2
730320040205717,14,5
730330001409716,14,2
730341030489334,17,1
730350010337225,19,2
730360000288321,16,0
730370000527117,12,2
730381011589613,19,2
730391010205622,9,1
730401030318516,5,0
730411010387524,14,2
730422011516613,9,3
730431030446219,18,1
73044010050538,10,5
730450020509820,16,2
73046014040859,13,0
730470020325010,17,5
730480010235111,10,0
730491030618421,11,1
7305001005310012,19,1
73051001024345,7,3
730520010618110,18,0
739010010909732,19,4
739020020638631,16,1
739030120559124,10,5
739040121547120,18,2
739051120457217,17,4
739060021558323,20,1
739070000438016,15,0
739080100458528,12,4
739090010707312,7,2
739100010536917,18,0
73911010050499,14,3
73912001019367,6,0
73913000030444,7,0
7360110108311227,27,4
73602004114417941,35,3
7360311309415831,16,7
73701101067616,5,4
733010000520,1,0
735010002920,4,0
7400100001551,2,0
7400200001051,1,0
740030000515217,22,3
7400400001020,2,0
740050000981,1,0
740061001506014,13,2
740071010625610,13,2
74008101044559,17,5
740090041907210,28,1
74010003034283,27,2
74011102168375,13,4
74012101034187,14,3
74013000048173,18,4
740140020581712,18,2
74015000135166,28,4
7401611020591112,18,7
740170030474118,26,2
740180040623013,10,2
74019001048283,13,2
74020000084575,19,2
740210011944511,18,3
74022001088384,23,1
74023002170317,40,3
74024103077524,22,3
74025101052435,9,3
74026001039323,3,0
740270050656514,21,2
74028003075516,17,2
740290110614715,15,0
740300020745116,19,5
74031103057253,29,2
74032001043173,8,4
74033011142327,7,2
74034200042103,12,4
74035202161104,22,0
740360000703410,21,5
740370000641611,25,7
740380010821210,24,1
74039002061306,28,1
74040012157225,15,0
74041001157192,11,0
74042004053164,18,2
74043001053133,29,0
7404400407072,17,1
74045102049145,15,4
